sequence name, Evalue, hit name
SRR9598210.1883985,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1886049,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1890749,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1893078,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1895487,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1896130,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1896926,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1903991,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.1905678,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1906485,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1907331,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1909787,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1911159,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1914487,1.23163e-71,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.1924168,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1928418,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1931821,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1931675,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1938528,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1940151,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1940748,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.1942141,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1944619,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1945131,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1945166,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1951767,4.41166e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1952294,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1952457,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1953268,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3018830,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3022220,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3026835,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3026224,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3029568,7.38227e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3032520,1.58672e-70,gi|936910423|emb|LN881725.1| Escherichia phage slur01, complete genome
SRR9598210.3039759,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3040926,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3042059,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3046161,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3051919,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3054716,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3056399,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3061742,9.58871e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3064679,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3071645,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3073792,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3078042,1.65058e-45,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3078099,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3091814,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3095301,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3099560,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3101799,4.42974e-71,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.3102057,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3107550,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3109202,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3112298,3.44871e-67,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3113729,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3115426,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3116787,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3122720,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3423191,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3427065,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3429914,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3431926,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3432362,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3436696,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3443160,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3445833,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3447683,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3448174,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3450986,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3451255,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3454486,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3456483,1.23163e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3456783,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3461467,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3462732,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3468371,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3475483,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3476484,9.54957e-68,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3483030,2.63642e-73,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3484155,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3487335,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3487715,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3492745,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3492393,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1966813,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1974867,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1974315,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1976480,7.38227e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1978318,1.58672e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.1979647,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1980865,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1984583,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1991668,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.1994660,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2004317,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2004577,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2010888,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2012905,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.403776,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.410694,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.417751,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.417361,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.419529,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.419208,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.421908,1.58672e-70,gi|971767067|ref|NC_029028.1| Enterobacteria phage JenP1, complete genome
SRR9598210.422697,1.58672e-70,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.427467,1.22661e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.434630,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.446795,1.59322e-70,gi|1524743689|gb|MK165087.1| Escherichia phage BRET, complete genome
SRR9598210.447426,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.448522,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.451369,7.25686e-84,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.455314,2.06096e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.459195,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.473462,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.477369,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.479417,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.480975,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.481232,9.52111e-73,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.484443,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.486057,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.486432,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.489271,3.4244e-72,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.491777,9.52111e-73,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.495983,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.497690,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.497196,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.505573,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.506439,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.508085,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.511798,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.513726,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.513862,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.516151,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.521677,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.527185,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.528408,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.529744,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.529214,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.529407,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.531288,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.533174,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.533751,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.538396,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.546081,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.546611,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.553181,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.561727,3.44871e-67,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.562546,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.563350,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.564358,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.565920,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.571237,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.572138,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.572406,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.573044,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.573948,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.577844,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.577398,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.578984,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.582982,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.590390,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.593306,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.595080,1.59322e-70,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.597978,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.599109,3.4244e-72,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.605448,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.606712,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.608819,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.615979,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.622377,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.624276,4.42974e-71,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.626095,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.628897,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.630783,5.73024e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.631530,4.42974e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.635861,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.637864,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.644030,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.646680,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.651198,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.656678,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.660871,1.23163e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.661917,1.24038e-66,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.662123,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.663065,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.665324,1.58672e-70,gi|1049308706|gb|KX534337.1| Escherichia phage Greed, partial genome
SRR9598210.666430,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.666709,9.48225e-73,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.668565,1.58672e-70,gi|1487192203|emb|LR025197.1| Escherichia phage vB_Eco_SLUR75 genome assembly, complete genome: monopartite
SRR9598210.671068,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.672779,1.22661e-71,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.674388,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.681332,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.683393,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3504351,1.22661e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3507220,1.58672e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.3511291,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3511491,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3518563,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3518613,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3519740,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3524266,4.41166e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3525715,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3530402,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3538675,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3540369,4.42974e-71,gi|1487192291|emb|LR025198.1| Escherichia phage vB_Eco_SLUR26 genome assembly, complete genome: monopartite
SRR9598210.3544572,7.41253e-69,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3546032,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3546071,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3546739,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3546754,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3551497,2.66602e-68,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3558322,1.23163e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3559787,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3565958,4.42974e-71,gi|1613838667|gb|MK672798.1| Escherichia phage Skure, complete genome
SRR9598210.3567311,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3571970,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3580661,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3582677,1.59322e-70,gi|1487192113|emb|LR025196.1| Escherichia phage vB_Eco_SLUR63 genome assembly, complete genome: monopartite
SRR9598210.3590462,1.23163e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3595242,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3598779,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3600082,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3604420,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3610511,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3610140,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3612646,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3615162,4.42974e-71,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3617326,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3618434,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.3620217,1.59322e-70,gi|1603729858|gb|MK373795.1| Escherichia phage vB_EcoS_HdSG1, complete genome
SRR9598210.3621346,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2016514,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2016969,1.59322e-70,gi|1603729756|gb|MK373794.1| Escherichia phage vB_EcoS_HdK1, complete genome
SRR9598210.2021952,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2023351,5.73024e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2024020,1.59322e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2024126,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2031673,1.58672e-70,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2033267,4.41166e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
SRR9598210.2041444,4.42974e-71,gi|971766373|ref|NC_029021.1| Enterobacteria phage JenK1, complete genome
